,zyzaks,0
184104,sharecropper,0.0
184106,share,0.0
184310,shards,0.0
184312,shard,0.0
184315,sharazi,0.0
184316,sharath,0.0
184317,shapiro,0.0
184320,shaping,0.0
184326,shapeshifting,0.0
184327,shapeshifters,0.0
184328,shapeshifter,0.0
184329,shapeshift,0.0
184330,shapes,0.0
184339,shaper,0.0
184340,shapely,0.0
184344,shaped,0.0
184360,shape,0.0
184411,shaolong,0.0
184412,shaolins,0.0
184413,shaolin,0.0
184424,shao,0.0
184426,shanxi,0.0
184428,shanway,0.0
184429,shantytown,0.0
184432,shanty,0.0
184438,shantipriya,0.0
184439,shanti,0.0
184440,shannon,0.0
184453,shanna,0.0
184455,shanks,0.0
184456,shankland,0.0
184457,shankar,0.0
184460,shangrila,0.0
184462,shango,0.0
184463,shanghainese,0.0
184464,shanghaied,0.0
184466,shanghai,0.0
184488,shangguan,0.0
184489,shanges,0.0
184490,shangai,0.0
184493,shang,0.0
184495,shanes,0.0
184500,shaneequa,0.0
184501,shane,0.0
184518,shandy,0.0
184519,shandurai,0.0
184520,shandor,0.0
184521,shamus,0.0
184522,shamshatoo,0.0
184523,shams,0.0
184524,shampoo,0.0
184527,shamisen,0.0
184528,shames,0.0
184531,shamelessly,0.0
184535,shameless,0.0
184538,shameful,0.0
184541,shamed,0.0
184544,shame,0.0
184570,shambling,0.0
184572,shambles,0.0
184579,shambhu,0.0
184580,shamataris,0.0
184581,shamans,0.0
184582,shamanphilosopher,0.0
184583,shamanistic,0.0
184584,shamanic,0.0
184585,shaman,0.0
184591,sham,0.0
184596,shalmar,0.0
184597,shallows,0.0
184598,shallowness,0.0
184602,shallow,0.0
184615,shaller,0.0
184616,shall,0.0
184634,shalimar,0.0
184635,shalhoub,0.0
184637,shale,0.0
184638,shaky,0.0
184643,shakur,0.0
184645,shakuntala,0.0
184646,shaking,0.0
184650,shakeup,0.0
184651,shakespheres,0.0
184652,shakespearian,0.0
184653,shakespeares,0.0
184677,shakespearean,0.0
184687,shakespeare,0.0
184704,shakes,0.0
184720,shaken,0.0
184747,shakedown,0.0
184749,shake,0.0
184775,shaka,0.0
184777,shaitan,0.0
184778,shaikh,0.0
184779,shahs,0.0
184781,shahrukh,0.0
184787,shahjehanabadi,0.0
184788,shahids,0.0
184789,shahid,0.0
184791,shaheen,0.0
184792,shahdov,0.0
184793,shahbazi,0.0
184794,shahbandars,0.0
184795,shahbandar,0.0
184796,shah,0.0
184802,shagwell,0.0
184803,shaggyhaired,0.0
184804,shaggy,0.0
184810,shagging,0.0
184811,shagadelic,0.0
184812,shag,0.0
184815,shaft,0.0
184825,shafiq,0.0
184826,shae,0.0
184827,shady,0.0
184880,shadowy,0.0
184910,shadows,0.0
184942,shadowplayer,0.0
184943,shadowlaw,0.0
184944,shadowhunters,0.0
184945,shadowglow,0.0
184946,shadowed,0.0
184948,shadow,0.0
185015,shading,0.0
185016,shadiest,0.0
185017,shadier,0.0
185018,shades,0.0
185021,shaded,0.0
185022,shade,0.0
185027,shaddick,0.0
185028,shaddam,0.0
185029,shadaloo,0.0
185030,shad,0.0
185031,shackup,0.0
185032,shacks,0.0
185036,shackletons,0.0
185037,shackleton,0.0
185038,shackles,0.0
185041,shackleford,0.0
185044,shackled,0.0
185046,shackle,0.0
185047,shacked,0.0
185049,shack,0.0
185064,shabitts,0.0
185065,shabitt,0.0
185066,shabby,0.0
185074,shabazz,0.0
185075,shaaban,0.0
185076,sha,0.0
185077,sgt,0.0
185097,sgeirsson,0.0
185098,sg1,0.0
185099,sg,0.0
185100,sfx,0.0
185101,sfuggire,0.0
185102,sfpd,0.0
185103,sforza,0.0
185104,sfar,0.0
185105,sf,0.0
185107,seyyit,0.0
185108,seymour,0.0
185117,seyfried,0.0
185118,seydlitzgabler,0.0
185119,sexysmooth,0.0
185120,sexy,0.0
185226,sexuallyrepressed,0.0
185227,sexuallyliberated,0.0
185228,sexuallyfrustrated,0.0
185229,sexuallycharged,0.0
185230,sexually,0.0
185300,sexuality,0.0
185347,sexualcontent,0.0
185348,sexual,0.0
185622,sextraffic,0.0
185623,sextoy,0.0
185624,sextorting,0.0
185625,sexton,0.0
185626,sextet,0.0
185627,sextant,0.0
185628,sexstarved,0.0
185630,sexromp,0.0
185631,sexreassignment,0.0
185632,sexpot,0.0
185634,sexpositive,0.0
185635,sexploitation,0.0
185638,sexphone,0.0
185639,sexorexic,0.0
185640,sexonly,0.0
185641,sexobsessed,0.0
185643,sexmad,0.0
185646,sexlife,0.0
185648,sexless,0.0
185649,sexist,0.0
185656,sexism,0.0
185661,sexilias,0.0
185662,sexilia,0.0
185663,sexiest,0.0
185664,sexhungry,0.0
185665,sexforsale,0.0
185666,sexes,0.0
185678,sexed,0.0
185679,sexcrazed,0.0
185682,sexchange,0.0
185686,sexagenarian,0.0
185687,sexaddled,0.0
185688,sexaddict,0.0
185689,sex,0.0
186074,sews,0.0
186076,sewn,0.0
186077,sewing,0.0
186084,sewers,0.0
186101,sewer,0.0
186107,sewashi,0.0
186108,sewards,0.0
186109,seward,0.0
186112,sewage,0.0
186117,sew,0.0
186119,sevillian,0.0
186120,seville,0.0
186124,sevigny,0.0
186125,severus,0.0
186126,severskys,0.0
186127,severs,0.0
186129,severity,0.0
186131,severing,0.0
186133,severine,0.0
186134,severin,0.0
186135,severian,0.0
186136,severely,0.0
186182,severed,0.0
186196,severe,0.0
186248,severance,0.0
186250,severalhundred,0.0
186251,several,0.0
186766,sever,0.0
186769,sevenyearolds,0.0
186770,sevenyearold,0.0
186780,sevenyear,0.0
186787,seventyyearold,0.0
186789,seventynine,0.0
186790,seventymillimetre,0.0
186791,seventyfive,0.0
186795,seventyfifth,0.0
186796,seventyeight,0.0
186797,seventy,0.0
186799,seventies,0.0
186805,seventhgrader,0.0
186807,seventhgrade,0.0
186808,seventhbest,0.0
186809,seventh,0.0
186825,seventeenyearold,0.0
186836,seventeenyear,0.0
186837,seventeenthcentury,0.0
186838,seventeenth,0.0
186844,seventeen,0.0
186880,sevensummit,0.0
186881,sevenpart,0.0
186883,sevenmonthold,0.0
186884,sevenman,0.0
186885,sevenhour,0.0
186886,sevenfoot,0.0
186887,sevenday,0.0
186888,sevenandahalf,0.0
186889,seven,0.0
187100,sevard,0.0
187101,sevani,0.0
187102,seunwoos,0.0
187103,seunwoo,0.0
187104,seungryong,0.0
187105,seungbum,0.0
187106,seulement,0.0
187107,setup,0.0
187123,settlings,0.0
187124,settling,0.0
187146,settles,0.0
187174,settlers,0.0
187195,settler,0.0
187196,settlements,0.0
187198,settlement,0.0
187212,settled,0.0
187246,settle,0.0
187347,settings,0.0
187354,setting,0.0
187469,settergrens,0.0
187470,settergren,0.0
187471,setter,0.0
187474,setsukos,0.0
187475,setsuko,0.0
187477,sets,0.0
187918,seton,0.0
187919,setis,0.0
187920,seti,0.0
187921,seths,0.0
187924,sethna,0.0
187925,sethi,0.0
187926,sethe,0.0
187927,seth,0.0
187947,setbacks,0.0
187952,setback,0.0
187956,setara,0.0
187957,set,0.0
188908,sessions,0.0
188933,sessionairing,0.0
188934,session,0.0
188958,sesquicentennial,0.0
188959,sese,0.0
188960,sesame,0.0
188964,servitude,0.0
188971,serving,0.0
189047,servillo,0.0
189048,servility,0.0
189049,serviceworkers,0.0
189050,servicetrained,0.0
189051,services,0.0
189110,servicement,0.0
189111,servicemen,0.0
189116,serviceman,0.0
189120,serviceattempt,0.0
189121,service,0.0
189319,servet,0.0
189320,serves,0.0
189361,servers,0.0
189362,server,0.0
189365,served,0.0
189406,serve,0.0
189463,servants,0.0
189501,servantcommunist,0.0
189502,servant,0.0
189584,serum,0.0
189598,serteaux,0.0
189599,serrano,0.0
189602,serra,0.0
189603,serpieri,0.0
189604,serpico,0.0
189605,serpents,0.0
189608,serpent,0.0
189609,serna,0.0
189610,sermons,0.0
189612,sermonizes,0.0
189613,sermon,0.0
189616,serlings,0.0
189617,serling,0.0
189619,serkis,0.0
189620,serking,0.0
189621,serizawa,0.0
189624,seriousness,0.0
189626,seriouslybut,0.0
189627,seriously,0.0
189701,serious,0.0
189880,seriocomic,0.0
189881,serina,0.0
189882,seriesthe,0.0
189883,series,0.0
190402,serials,0.0
190404,serialkilling,0.0
190405,serialkillers,0.0
190406,serialkiller,0.0
190424,serialized,0.0
190425,serial,0.0
190578,sergios,0.0
190579,sergio,0.0
190585,sergi,0.0
190586,sergent,0.0
190587,sergei,0.0
190597,sergeants,0.0
190605,sergeantmajor,0.0
190606,sergeant,0.0
190701,serge,0.0
190711,sergant,0.0
190712,serfs,0.0
190713,serflike,0.0
190714,serf,0.0
190715,serenity,0.0
190719,serengeti,0.0
190721,serenely,0.0
190722,serene,0.0
190732,serendipity,0.0
190733,serendipitously,0.0
190734,serendipitous,0.0
190738,serenading,0.0
190740,serenade,0.0
190744,serena,0.0
190750,serebryakov,0.0
190751,serchio,0.0
190752,serbs,0.0
190753,serbian,0.0
190768,serbiamontenegro,0.0
190769,serbia,0.0
190778,serb,0.0
190782,seras,0.0
190783,seraphim,0.0
190784,serape,0.0
190785,serap,0.0
190786,serafino,0.0
190787,serafina,0.0
190789,serafim,0.0
190790,sera,0.0
190792,sequoyah,0.0
190793,sequoiasize,0.0
190794,sequestration,0.0
190796,sequestered,0.0
190799,sequences,0.0
190832,sequencelame,0.0
190833,sequence,0.0
190855,sequels,0.0
190857,sequel,0.0
190917,sepulchral,0.0
190918,septuagenarians,0.0
190919,septuagenarian,0.0
190920,septimus,0.0
190921,septimius,0.0
190922,septic,0.0
190924,septembers,0.0
190925,september1973,0.0
190926,september,0.0
190958,sept,0.0
190959,seppuku,0.0
190961,sepper,0.0
190962,sepidehs,0.0
190963,sepideh,0.0
190964,sepia,0.0
190965,sephardic,0.0
190966,seperate,0.0
190967,separatists,0.0
190969,separatist,0.0
190974,separations,0.0
190975,separation,0.0
191012,separating,0.0
191026,separates,0.0
191040,separateness,0.0
191041,separately,0.0
191051,separated,0.0
191151,separate,0.0
191264,seoulite,0.0
191265,seoul,0.0
191280,seora,0.0
191281,seohyun,0.0
191282,seogoon,0.0
191283,seo,0.0
191284,senzo,0.0
191285,sentry,0.0
191286,sentnext,0.0
191287,sentinels,0.0
191289,sentinel,0.0
191295,sentimientos,0.0
191296,sentiments,0.0
191302,sentimental,0.0
191318,sentiment,0.0
191328,sentient,0.0
191334,sentencing,0.0
191337,sentences,0.0
191350,sentenced,0.0
191447,sentence,0.0
191510,sentemental,0.0
191511,sentback,0.0
191512,sentain,0.0
191513,sent,0.0
192050,sensuously,0.0
192051,sensuous,0.0
192057,sensuality,0.0
192062,sensualbickering,0.0
192063,sensual,0.0
192077,sensory,0.0
192083,sensitized,0.0
192084,sensitivity,0.0
192086,sensitivities,0.0
192087,sensitive,0.0
192157,sensing,0.0
192163,sensible,0.0
192169,sensibility,0.0
192176,sensibilities,0.0
192192,senses,0.0
192232,senselessly,0.0
192233,senseless,0.0
192245,senseing,0.0
192246,sensei,0.0
192249,sensed,0.0
192252,sense,0.0
192412,sensations,0.0
192417,sensationist,0.0
192418,sensationguru,0.0
192419,sensationally,0.0
192420,sensationalized,0.0
192422,sensationalistic,0.0
192424,sensationalist,0.0
192427,sensationalism,0.0
192428,sensational,0.0
192443,sensation,0.0
192482,senora,0.0
192483,senor,0.0
192484,sennett,0.0
192485,sennas,0.0
192486,senna,0.0
192487,senlis,0.0
192488,senioryear,0.0
192489,seniors,0.0
192507,seniorranking,0.0
192508,seniorlevel,0.0
192509,senior,0.0
192622,senile,0.0
192634,sengh,0.0
192635,sengal,0.0
192636,senga,0.0
192637,senegals,0.0
192639,senegalese,0.0
192644,senegal,0.0
192646,senecas,0.0
192647,sendup,0.0
192655,sends,0.0
192921,sending,0.0
192977,sender,0.0
192979,send,0.0
193125,sencillamente,0.0
193126,senators,0.0
193135,senatorpresidential,0.0
193136,senatorial,0.0
193137,senator,0.0
193189,senate,0.0
193210,sen,0.0
193216,semyons,0.0
193217,semyon,0.0
193219,semple,0.0
193220,semon,0.0
193221,semitruck,0.0
193222,semitrailers,0.0
193223,semisuccessful,0.0
193224,semiserious,0.0
193225,semiretirement,0.0
193226,semireformed,0.0
193227,semiprofessional,0.0
193228,semipopular,0.0
193229,semipersonal,0.0
193230,seminude,0.0
193231,seminoles,0.0
193232,seminole,0.0
193234,seminary,0.0
193243,seminars,0.0
193246,seminarian,0.0
193247,seminar,0.0
193250,seminal,0.0
193262,semimad,0.0
193263,semiliterate,0.0
193265,semiintrepid,0.0
193266,semiidealistic,0.0
193267,semihumorous,0.0
193268,semigod,0.0
193269,semiformally,0.0
193270,semifollow,0.0
193271,semifictionalized,0.0
193272,semifictional,0.0
193274,semidocumentary,0.0
193276,semidetached,0.0
193277,semidelinquent,0.0
193278,semicrazed,0.0
193279,semicomatose,0.0
193283,semicloseted,0.0
193284,semicatatonic,0.0
193285,semiblind,0.0
193286,semibiography,0.0
193287,semiautomatic,0.0
193288,semiautobiographical,0.0
193296,semiarranged,0.0
193297,semiamnesiac,0.0
193298,semialcoholized,0.0
193299,semialcoholic,0.0
193300,semiabandoned,0.0
193301,semi,0.0
193303,semesterlong,0.0
193304,semester,0.0
193314,semen,0.0
193315,sembrano,0.0
193316,sembra,0.0
193317,semblence,0.0
193318,semble,0.0
193319,semblance,0.0
193324,sematary,0.0
193325,semantics,0.0
193326,semankho,0.0
193327,semaine,0.0
193328,semadar,0.0
193329,sem,0.0
193330,selznick,0.0
193331,selwyn,0.0
193332,selves,0.0
193339,seltzers,0.0
193340,seltzer,0.0
193341,selton,0.0
193342,selmer,0.0
193344,selmas,0.0
193346,selma,0.0
193352,sells,0.0
193410,selling,0.0
193533,selleven,0.0
193534,sellers,0.0
193541,seller,0.0
193554,selleck,0.0
193556,sellby,0.0
193557,sellas,0.0
193558,sellars,0.0
193559,sell,0.0
193733,selkies,0.0
193734,selkie,0.0
193736,selinas,0.0
193737,selina,0.0
193741,selima,0.0
193743,seligman,0.0
193746,selfwriting,0.0
193747,selfworth,0.0
193753,selftitled,0.0
193754,selftherapy,0.0
193755,selftaught,0.0
193757,selfsufficient,0.0
193760,selfstyled,0.0
193765,selfstorage,0.0
193766,selfserving,0.0
193769,selfserve,0.0
193770,selfseeker,0.0
193771,selfsatisfied,0.0
193773,selfsacrifice,0.0
193776,selfrule,0.0
193777,selfrighteous,0.0
193780,selfridges,0.0
193781,selfrestricting,0.0
193782,selfrespecting,0.0
193783,selfrespect,0.0
193795,selfreported,0.0
193796,selfreplicating,0.0
193797,selfreliant,0.0
193798,selfreflective,0.0
193799,selfrecorded,0.0
193800,selfrealizations,0.0
193801,selfrealization,0.0
193803,selfquestioning,0.0
193804,selfpublished,0.0
193805,selfpromoting,0.0
193806,selfpromoted,0.0
193807,selfprofessed,0.0
193811,selfproducing,0.0
193812,selfproclaimed,0.0
193823,selfprocalimed,0.0
193824,selfpreserving,0.0
193825,selfpreservation,0.0
193826,selfpossessed,0.0
193829,selfportrait,0.0
193830,selfpitying,0.0
193831,selfpity,0.0
193836,selfmutilation,0.0
193838,selfmedicate,0.0
193839,selfmade,0.0
193853,selfloathing,0.0
193860,selflessness,0.0
193862,selflessly,0.0
193866,selfless,0.0
193872,selfishness,0.0
193876,selfishly,0.0
193881,selfish,0.0
193927,selfironic,0.0
193929,selfinvolved,0.0
193930,selfinflicting,0.0
193931,selfinflicted,0.0
193937,selfinflict,0.0
193938,selfindulgent,0.0
193940,selfimprovement,0.0
193942,selfimposed,0.0
193954,selfimportant,0.0
193956,selfimportance,0.0
193957,selfimage,0.0
193963,selfhelpreligion,0.0
193964,selfhelp,0.0
193973,selfhealing,0.0
193974,selfgrown,0.0
193975,selfgovernment,0.0
193976,selffunding,0.0
193977,selffulfilling,0.0
193979,selffinances,0.0
193980,selffinance,0.0
193981,selfexpression,0.0
193984,selfexiled,0.0
193985,selfesteemless,0.0
193986,selfesteem,0.0
194002,selfentitle,0.0
194003,selfemployed,0.0
194004,selfeffacing,0.0
194006,selfeducated,0.0
194007,selfdoubts,0.0
194008,selfdoubting,0.0
194009,selfdoubt,0.0
194014,selfdiscovery,0.0
194035,selfdiscipline,0.0
194037,selfdetonation,0.0
194038,selfdetonate,0.0
194039,selfdestructive,0.0
194057,selfdestruction,0.0
194064,selfdestructing,0.0
194065,selfdestruct,0.0
194066,selfdescribed,0.0
194073,selfdeprecating,0.0
194074,selfdefined,0.0
194075,selfdefense,0.0
194096,selfdeclared,0.0
194098,selfdeception,0.0
194099,selfdealing,0.0
194100,selfcontrol,0.0
194101,selfcontained,0.0
194105,selfconsuming,0.0
194106,selfconstructed,0.0
194107,selfconsciousness,0.0
194108,selfconsciously,0.0
194109,selfconscious,0.0
194111,selfconfrontation,0.0
194112,selfconfident,0.0
194124,selfconfidence,0.0
194137,selfconfessed,0.0
194138,selfchosen,0.0
194139,selfcentered,0.0
194150,selfbelief,0.0
194151,selfawareness,0.0
194153,selfaware,0.0
194157,selfassured,0.0
194170,selfassurance,0.0
194171,selfassertive,0.0
194172,selfappointed,0.0
194178,selfaffliction,0.0
194179,selfadmittedly,0.0
194180,selfadmitted,0.0
194181,selfactualization,0.0
194182,selfacceptance,0.0
194183,selfabsorption,0.0
194184,selfabsorbed,0.0
194198,self,0.0
194296,seleznyova,0.0
194298,seleznyov,0.0
194299,selene,0.0
194302,selenas,0.0
194303,selena,0.0
194306,selects,0.0
194312,selectively,0.0
194313,selections,0.0
194314,selection,0.0
194322,selecting,0.0
194324,selected,0.0
194363,select,0.0
194383,selecaos,0.0
194384,selecao,0.0
194385,seldomsober,0.0
194386,seldomseen,0.0
194387,seldoms,0.0
194388,seldom,0.0
194399,selden,0.0
194401,selby,0.0
194403,sekula,0.0
194404,seko,0.0
194405,sek,0.0
194406,sejin,0.0
194407,seizures,0.0
194412,seizure,0.0
194416,seizing,0.0
194422,seizes,0.0
194440,seized,0.0
194460,seize,0.0
194478,seiyu,0.0
194479,seita,0.0
194480,seismologist,0.0
194481,seismic,0.0
194483,seireitei,0.0
194484,seinfeld,0.0
194487,seine,0.0
194490,seimei,0.0
194491,seiler,0.0
194492,seikonshoukougun,0.0
194493,seiki,0.0
194494,seiichiro,0.0
194495,seigfried,0.0
194496,seifollah,0.0
194497,seifert,0.0
194498,seidls,0.0
194499,seidlitzgabler,0.0
194500,seibenheim,0.0
194501,seibei,0.0
194502,sehhee,0.0
194503,segway,0.0
194504,segura,0.0
194505,seguine,0.0
194506,segues,0.0
194507,segue,0.0
194508,segreto,0.0
194509,segregation,0.0
194513,segregated,0.0
194518,segovia,0.0
194519,segments,0.0
194532,segment,0.0
194543,segers,0.0
194544,segel,0.0
194545,sega,0.0
194546,sefton,0.0
194548,seething,0.0
194551,seethes,0.0
194555,seetha,0.0
194556,seetah,0.0
194557,seessuicide,0.0
194558,seesaws,0.0
194559,seesar,0.0
194560,sees,0.0
195083,seers,0.0
195084,seer,0.0
195088,seep,0.0
195089,seenitall,0.0
195091,seen,0.0
195396,seemsshe,0.0
195397,seems,0.0
196037,seeminglywilling,0.0
196038,seeminglyunrelated,0.0
196039,seemingly,0.0
196249,seeming,0.0
196261,seemed,0.0
196288,seema,0.0
196289,seem,0.0
196529,seelig,0.0
196530,seeley,0.0
196531,seeles,0.0
196532,seele,0.0
196535,seeks,0.0
196786,seekingout,0.0
196787,seeking,0.0
196952,seekers,0.0
196954,seeker,0.0
196964,seek,0.0
197156,seeing,0.0
197344,seehee,0.0
197345,seeger,0.0
197347,seedy,0.0
197382,seeds,0.0
197396,seeding,0.0
197398,seediest,0.0
197399,seed,0.0
197404,seebowluh,0.0
197405,see,0.0
198141,seductress,0.0
198143,seductive,0.0
198176,seductions,0.0
198179,seduction,0.0
198198,seducing,0.0
198215,seduces,0.0
198255,seducerlover,0.0
198256,seducer,0.0
198259,seduced,0.0
198290,seduce,0.0
198356,sedgwicks,0.0
198357,sedgwick,0.0
198358,sedgewick,0.0
198359,seder,0.0
198360,sedentary,0.0
198361,sedatives,0.0
198362,sedative,0.0
198363,sedation,0.0
198364,sedated,0.0
198366,sedate,0.0
198368,sedara,0.0
198369,sedan,0.0
198371,securlary,0.0
198372,security,0.0
198555,securities,0.0
198560,securipoles,0.0
198561,securipole,0.0
198562,securing,0.0
198572,secures,0.0
198575,secured,0.0
198582,secure,0.0
198639,secular,0.0
198643,sects,0.0
198645,sectors,0.0
198646,sectorial,0.0
198647,sector,0.0
198655,sectlike,0.0
198656,sections,0.0
198666,section,0.0
198692,sectarian,0.0
198693,sect,0.0
198706,secretthat,0.0
198707,secretshe,0.0
198708,secrets,0.0
198921,secretlyin,0.0
198922,secretly,0.0
199078,secretively,0.0
199079,secretive,0.0
199105,secrethes,0.0
199106,secrethe,0.0
199107,secretes,0.0
199108,secreted,0.0
199111,secretaryservant,0.0
199112,secretarys,0.0
199114,secretary,0.0
199233,secretaries,0.0
199235,secretarial,0.0
199239,secret,0.0
199966,secrecy,0.0
199980,secrect,0.0
199981,secord,0.0
199982,secondstring,0.0
199983,seconds,0.0
200006,secondrun,0.0
200008,secondrate,0.0
200011,secondo,0.0
200012,secondly,0.0
200015,secondincommand,0.0
200021,secondhighest,0.0
200022,secondhand,0.0
200025,secondgeneration,0.0
200026,seconddegree,0.0
200027,secondcousin,0.0
200028,secondclass,0.0
200029,secondbest,0.0
200030,secondary,0.0
200038,second,0.0
200386,seclusion,0.0
200395,secluded,0.0
200428,secession,0.0
200429,seceding,0.0
200430,seceded,0.0
200432,secaucus,0.0
200434,sebnem,0.0
200435,sebergs,0.0
200436,seberg,0.0
200437,sebek,0.0
200438,sebastyen,0.0
200439,sebastio,0.0
200440,sebastin,0.0
200443,sebastianus,0.0
200444,sebastians,0.0
200448,sebastian,0.0
200481,seaweed,0.0
200482,seavoyage,0.0
200483,seattles,0.0
200484,seattlebased,0.0
200485,seattlearea,0.0
200486,seattle,0.0
200522,seatthe,0.0
200523,seats,0.0
200530,seatoshiningsea,0.0
200531,seatopia,0.0
200532,seating,0.0
200533,seated,0.0
200540,seat,0.0
200570,seasonsthe,0.0
200571,seasons,0.0
200590,seasoning,0.0
200591,seasoned,0.0
200610,seasonal,0.0
200613,season,0.0
200685,seaside,0.0
200739,seasickness,0.0
200742,seashore,0.0
200744,seas,0.0
200773,searing,0.0
200779,seargent,0.0
200780,searching,0.0
200915,searches,0.0
200983,searched,0.0
200990,searchandrescue,0.0
200991,search,0.0
201380,seaport,0.0
201382,seans,0.0
201388,seann,0.0
201389,seancebig,0.0
201390,seance,0.0
201392,seanare,0.0
201393,sean,0.0
201455,seamy,0.0
201457,seamus,0.0
201459,seamstress,0.0
201468,seamster,0.0
201469,seams,0.0
201471,seamonster,0.0
201472,seamlessly,0.0
201475,seamen,0.0
201476,seaman,0.0
201482,seam,0.0
201483,seals,0.0
201500,sealer,0.0
201501,sealed,0.0
201517,sealcrt,0.0
201518,seal,0.0
201541,seahorse,0.0
201542,seagull,0.0
201546,seagrim,0.0
201547,seagraves,0.0
201548,seagrass,0.0
201549,seagiong,0.0
201550,seagal,0.0
201556,seafood,0.0
201561,seafaring,0.0
201563,seafarerinventor,0.0
201564,seafarer,0.0
201565,seadwelling,0.0
201566,seacord,0.0
201567,seacoast,0.0
201571,seabrook,0.0
201572,seaboard,0.0
201575,seabiscuits,0.0
201576,seabiscuit,0.0
201577,seabird,0.0
201578,sea,0.0
201764,se,0.0
201767,sdi,0.0
201768,scythelike,0.0
201769,scythe,0.0
201771,scuzzbopper,0.0
201772,scuttling,0.0
201773,scuttled,0.0
201774,scuttlebutt,0.0
201775,scuttle,0.0
201777,scurrying,0.0
201778,scurrilous,0.0
201779,scurrili,0.0
201780,scurries,0.0
201781,scuro,0.0
201782,scurlock,0.0
201783,scuppering,0.0
201784,scuola,0.0
201785,scumbags,0.0
201786,scum,0.0
201793,sculptures,0.0
201799,sculpture,0.0
201806,sculptress,0.0
201808,sculptor,0.0
201823,sculpting,0.0
201825,sculpted,0.0
201826,sculpt,0.0
201830,scully,0.0
201833,scullery,0.0
201836,scuffles,0.0
201838,scuffle,0.0
201843,scudders,0.0
201844,scudder,0.0
201848,scud,0.0
201850,scubadiving,0.0
201851,scuba,0.0
201855,sctv,0.0
201856,scrutiny,0.0
201873,scrutinized,0.0
201874,scrupulously,0.0
201875,scrupulous,0.0
201876,scruples,0.0
201881,scrum,0.0
201882,scruffy,0.0
201886,scrubs,0.0
201887,scrubby,0.0
201888,scrubbing,0.0
201890,scrubbed,0.0
201891,scrub,0.0
201893,scrounging,0.0
201894,scrounges,0.0
201896,scrounged,0.0
201897,scrounge,0.0
201899,scrooge,0.0
201911,scrolls,0.0
201915,scrollmaker,0.0
201916,scrollkeeper,0.0
201917,scroll,0.0
201924,scriptwriting,0.0
201925,scriptwriter,0.0
201930,scriptures,0.0
201934,scripture,0.0
201935,scriptthe,0.0
201936,scripts,0.0
201940,scriptreader,0.0
201941,scripting,0.0
201943,scripthe,0.0
201944,scripted,0.0
201946,script,0.0
201994,scripps,0.0
201996,scribe,0.0
201997,scribbler,0.0
201998,scribbled,0.0
202000,screwups,0.0
202003,screwup,0.0
202005,screwtop,0.0
202006,screws,0.0
202010,screwjob,0.0
202011,screwing,0.0
202013,screwfaces,0.0
202014,screwface,0.0
202015,screwed,0.0
202019,screwdriver,0.0
202020,screwball,0.0
202024,screw,0.0
202033,screenwriting,0.0
202036,screenwriters,0.0
202040,screenwriter,0.0
202067,screenwhether,0.0
202068,screentest,0.0
202069,screens,0.0
202076,screenplays,0.0
202078,screenplay,0.0
202100,screenings,0.0
202102,screening,0.0
202114,screened,0.0
202119,screendebuting,0.0
202120,screen,0.0
202200,screed,0.0
202201,screeching,0.0
202204,screams,0.0
202214,screamplays,0.0
202215,screaming,0.0
202226,screami,0.0
202227,screamers,0.0
202229,screamer,0.0
202230,scream,0.0
202241,scrawny,0.0
202245,scrawled,0.0
202247,scratte,0.0
202248,scratching,0.0
202251,scratches,0.0
202253,scratchers,0.0
202254,scratched,0.0
202257,scratch,0.0
202266,scrat,0.0
202270,scraps,0.0
202271,scrappy,0.0
202273,scraping,0.0
202275,scrapes,0.0
202284,scrape,0.0
202288,scrapbook,0.0
202291,scrap,0.0
202298,scranton,0.0
202299,scrambling,0.0
202301,scrambles,0.0
202307,scrambled,0.0
202309,scramble,0.0
202318,scraggly,0.0
202319,scraggily,0.0
202320,scrabble,0.0
202322,scowling,0.0
202323,scoutslord,0.0
202324,scouts,0.0
202333,scouting,0.0
202336,scouted,0.0
202338,scout,0.0
202368,scours,0.0
202370,scourges,0.0
202371,scourge,0.0
202375,scour,0.0
202376,scoundrels,0.0
202378,scoundrelous,0.0
202379,scoundrel,0.0
202387,scotty,0.0
202392,scottthe,0.0
202393,scottsville,0.0
202394,scottsboro,0.0
202395,scotts,0.0
202407,scottish,0.0
202447,scottie,0.0
202449,scotti,0.0
202450,scott,0.0
202536,scotsman,0.0
202542,scotsirish,0.0
202543,scots,0.0
202545,scotlands,0.0
202546,scotland,0.0
202612,scotish,0.0
202613,scotia,0.0
202617,scot,0.0
202623,scorzayzee,0.0
202624,scorz,0.0
202625,scorsone,0.0
202626,scorseses,0.0
202629,scorsese,0.0
202644,scorponok,0.0
202645,scorpions,0.0
202647,scorpioni,0.0
202648,scorpion,0.0
202655,scorpio,0.0
202658,scorning,0.0
202659,scornfully,0.0
202660,scornful,0.0
202661,scorned,0.0
202668,scorn,0.0
202676,scoringthat,0.0
202677,scoring,0.0
202685,scorgie,0.0
202686,scoresettling,0.0
202687,scores,0.0
202710,scorer,0.0
202711,scored,0.0
202712,score,0.0
202769,scorching,0.0
202770,scorched,0.0
202773,scorch,0.0
202774,scorcese,0.0
202775,scopes,0.0
202776,scoper,0.0
202777,scoped,0.0
202778,scope,0.0
202786,scooters,0.0
202787,scooter,0.0
202789,scooted,0.0
